prediction_date,actual_date,predicted_close,actual_close,excluded_states,triggered_excluded_states,actual_state,predicted_gap,actual_gap,predicted_intraday,actual_intraday,predicted_volume,actual_volume,open_correct,path_correct,close_state_correct,five_state_correct,exclusion_correct,forced_exclusion_correct,score,error_type,review_summary
2016-11-16,2016-11-17,震荡,震荡,"['大跌', '大涨']",[],震荡,平开,平开,震荡,高走,缩量,正常,True,False,True,False,True,True,60,partial_error,预测收盘✓(震荡→震荡) 开盘✓(平开→平开) 日内✗(震荡→高走) 成交量✗(缩量→正常) 得分=60
2016-11-17,2016-11-18,震荡,收涨,"['大跌', '大涨']",[],小涨,平开,平开,震荡,高走,缩量,正常,True,False,False,False,True,True,40,close_direction_error,预测收盘✗(震荡→收涨) 开盘✓(平开→平开) 日内✗(震荡→高走) 成交量✗(缩量→正常) 得分=40
2016-11-18,2016-11-21,震荡,收涨,"['大涨', '大跌']",[],大涨,平开,高开,高走,高走,缩量,正常,False,True,False,False,True,False,40,direction_and_gap_error,预测收盘✗(震荡→收涨) 开盘✗(平开→高开) 日内✓(高走→高走) 成交量✗(缩量→正常) 得分=40
2016-11-21,2016-11-22,收涨,收涨,"['大跌', '大涨']",[],大涨,平开,高开,高走,高走,缩量,正常,False,True,True,False,True,False,60,gap_error,预测收盘✓(收涨→收涨) 开盘✗(平开→高开) 日内✓(高走→高走) 成交量✗(缩量→正常) 得分=60
2016-11-22,2016-11-23,收涨,震荡,"['大跌', '大涨']",[],震荡,平开,平开,高走,震荡,正常,正常,True,False,False,False,True,True,60,close_direction_error,预测收盘✗(收涨→震荡) 开盘✓(平开→平开) 日内✗(高走→震荡) 成交量✓(正常→正常) 得分=60
2016-11-23,2016-11-25,收涨,震荡,"['大跌', '大涨']",[],震荡,平开,平开,震荡,低走,缩量,缩量,True,False,False,False,True,True,60,close_direction_error,预测收盘✗(收涨→震荡) 开盘✓(平开→平开) 日内✗(震荡→低走) 成交量✓(缩量→缩量) 得分=60
2016-11-25,2016-11-28,震荡,收跌,"['大跌', '大涨']",[],小跌,平开,平开,震荡,低走,缩量,正常,True,False,False,False,True,True,40,close_direction_error,预测收盘✗(震荡→收跌) 开盘✓(平开→平开) 日内✗(震荡→低走) 成交量✗(缩量→正常) 得分=40
2016-11-28,2016-11-29,震荡,震荡,"['大跌', '大涨']",[],震荡,平开,平开,震荡,高走,正常,正常,True,False,True,False,True,True,80,partial_error,预测收盘✓(震荡→震荡) 开盘✓(平开→平开) 日内✗(震荡→高走) 成交量✓(正常→正常) 得分=80
2016-11-29,2016-11-30,收涨,收跌,"['大跌', '小跌']",[],大跌,平开,平开,高走,低走,缩量,正常,True,False,False,False,True,False,40,close_direction_error,预测收盘✗(收涨→收跌) 开盘✓(平开→平开) 日内✗(高走→低走) 成交量✗(缩量→正常) 得分=40
2016-11-30,2016-12-01,震荡,收跌,"['大涨', '大跌']",[],大跌,平开,平开,低走,低走,正常,放量,True,True,False,False,True,False,60,close_direction_error,预测收盘✗(震荡→收跌) 开盘✓(平开→平开) 日内✓(低走→低走) 成交量✗(正常→放量) 得分=60
2016-12-01,2016-12-02,震荡,收涨,"['大涨', '大跌']",[],小涨,平开,平开,低走,低走,正常,正常,True,True,False,False,True,True,80,close_direction_error,预测收盘✗(震荡→收涨) 开盘✓(平开→平开) 日内✓(低走→低走) 成交量✓(正常→正常) 得分=80
2016-12-02,2016-12-05,收涨,收涨,"['大跌', '大涨']",[],小涨,平开,高开,震荡,低走,正常,正常,False,False,True,False,True,True,60,gap_error,预测收盘✓(收涨→收涨) 开盘✗(平开→高开) 日内✗(震荡→低走) 成交量✓(正常→正常) 得分=60
2016-12-05,2016-12-06,收跌,收跌,"['大涨', '大跌']",[],小跌,平开,平开,低走,低走,缩量,放量,True,True,True,False,True,True,80,partial_error,预测收盘✓(收跌→收跌) 开盘✓(平开→平开) 日内✓(低走→低走) 成交量✗(缩量→放量) 得分=80
2016-12-06,2016-12-07,震荡,收涨,"['大跌', '大涨']",[],大涨,平开,平开,低走,高走,正常,正常,True,False,False,False,True,False,60,close_direction_error,预测收盘✗(震荡→收涨) 开盘✓(平开→平开) 日内✗(低走→高走) 成交量✓(正常→正常) 得分=60
2016-12-07,2016-12-08,收涨,收涨,"['大跌', '大涨']",[],小涨,平开,高开,高走,震荡,正常,放量,False,False,True,False,True,True,40,gap_error,预测收盘✓(收涨→收涨) 开盘✗(平开→高开) 日内✗(高走→震荡) 成交量✗(正常→放量) 得分=40
2016-12-08,2016-12-09,震荡,收涨,"['大跌', '大涨']",[],大涨,平开,高开,震荡,低走,正常,放量,False,False,False,False,True,False,20,direction_and_gap_error,预测收盘✗(震荡→收涨) 开盘✗(平开→高开) 日内✗(震荡→低走) 成交量✗(正常→放量) 得分=20
2016-12-09,2016-12-12,收涨,收跌,"['大跌', '小跌']",[],小跌,平开,低开,震荡,高走,正常,正常,False,False,False,False,True,False,40,direction_and_gap_error,预测收盘✗(收涨→收跌) 开盘✗(平开→低开) 日内✗(震荡→高走) 成交量✓(正常→正常) 得分=40
2016-12-12,2016-12-13,收涨,收涨,"['大跌', '小跌']",[],小涨,平开,平开,高走,高走,正常,放量,True,True,True,False,True,True,80,partial_error,预测收盘✓(收涨→收涨) 开盘✓(平开→平开) 日内✓(高走→高走) 成交量✗(正常→放量) 得分=80
2016-12-13,2016-12-14,收涨,震荡,"['大跌', '大涨']",[],震荡,平开,平开,高走,低走,正常,放量,True,False,False,False,True,True,40,close_direction_error,预测收盘✗(收涨→震荡) 开盘✓(平开→平开) 日内✗(高走→低走) 成交量✗(正常→放量) 得分=40
2016-12-14,2016-12-15,震荡,收涨,"['大跌', '大涨']",[],小涨,平开,平开,低走,高走,正常,正常,True,False,False,False,True,True,60,close_direction_error,预测收盘✗(震荡→收涨) 开盘✓(平开→平开) 日内✗(低走→高走) 成交量✓(正常→正常) 得分=60
2016-12-15,2016-12-16,收涨,收跌,"['大跌', '大涨']",[],小跌,平开,平开,高走,低走,正常,正常,True,False,False,False,True,True,60,close_direction_error,预测收盘✗(收涨→收跌) 开盘✓(平开→平开) 日内✗(高走→低走) 成交量✓(正常→正常) 得分=60
2016-12-16,2016-12-19,震荡,收涨,"['大跌', '大涨']",[],小涨,平开,平开,低走,高走,正常,缩量,True,False,False,False,True,True,40,close_direction_error,预测收盘✗(震荡→收涨) 开盘✓(平开→平开) 日内✗(低走→高走) 成交量✗(正常→缩量) 得分=40
2016-12-19,2016-12-20,震荡,收涨,"['大跌', '大涨']",[],小涨,平开,平开,震荡,高走,缩量,正常,True,False,False,False,True,True,40,close_direction_error,预测收盘✗(震荡→收涨) 开盘✓(平开→平开) 日内✗(震荡→高走) 成交量✗(缩量→正常) 得分=40
2016-12-20,2016-12-21,震荡,震荡,"['大跌', '大涨']",[],震荡,平开,高开,高走,低走,缩量,缩量,False,False,True,False,True,True,60,gap_error,预测收盘✓(震荡→震荡) 开盘✗(平开→高开) 日内✗(高走→低走) 成交量✓(缩量→缩量) 得分=60
2016-12-21,2016-12-22,震荡,收跌,"['大涨', '大跌']",[],小跌,平开,平开,震荡,低走,缩量,缩量,True,False,False,False,True,True,60,close_direction_error,预测收盘✗(震荡→收跌) 开盘✓(平开→平开) 日内✗(震荡→低走) 成交量✓(缩量→缩量) 得分=60
2016-12-22,2016-12-23,震荡,收涨,"['大跌', '大涨']",[],小涨,平开,平开,低走,高走,缩量,缩量,True,False,False,False,True,True,60,close_direction_error,预测收盘✗(震荡→收涨) 开盘✓(平开→平开) 日内✗(低走→高走) 成交量✓(缩量→缩量) 得分=60
2016-12-23,2016-12-27,震荡,震荡,"['大跌', '大涨']",[],震荡,平开,平开,震荡,高走,缩量,缩量,True,False,True,False,True,True,80,partial_error,预测收盘✓(震荡→震荡) 开盘✓(平开→平开) 日内✗(震荡→高走) 成交量✓(缩量→缩量) 得分=80
2016-12-27,2016-12-28,震荡,收跌,"['大跌', '大涨']",[],小跌,平开,平开,震荡,低走,缩量,缩量,True,False,False,False,True,True,60,close_direction_error,预测收盘✗(震荡→收跌) 开盘✓(平开→平开) 日内✗(震荡→低走) 成交量✓(缩量→缩量) 得分=60
2016-12-28,2016-12-29,震荡,震荡,"['大跌', '大涨']",[],震荡,平开,平开,低走,震荡,缩量,缩量,True,False,True,False,True,True,80,partial_error,预测收盘✓(震荡→震荡) 开盘✓(平开→平开) 日内✗(低走→震荡) 成交量✓(缩量→缩量) 得分=80
2016-12-29,2016-12-30,收涨,收跌,"['大跌', '大涨']",[],小跌,平开,平开,震荡,低走,缩量,正常,True,False,False,False,True,True,40,close_direction_error,预测收盘✗(收涨→收跌) 开盘✓(平开→平开) 日内✗(震荡→低走) 成交量✗(缩量→正常) 得分=40
2016-12-30,2017-01-03,震荡,收涨,"['大跌', '大涨']",[],小涨,平开,高开,低走,高走,缩量,正常,False,False,False,False,True,True,20,direction_and_gap_error,预测收盘✗(震荡→收涨) 开盘✗(平开→高开) 日内✗(低走→高走) 成交量✗(缩量→正常) 得分=20
2017-01-03,2017-01-04,震荡,收跌,"['大涨', '大跌']",[],小跌,平开,平开,震荡,低走,缩量,正常,True,False,False,False,True,True,40,close_direction_error,预测收盘✗(震荡→收跌) 开盘✓(平开→平开) 日内✗(震荡→低走) 成交量✗(缩量→正常) 得分=40
2017-01-04,2017-01-05,收涨,收跌,"['大跌', '大涨']",[],小跌,平开,平开,震荡,低走,缩量,正常,True,False,False,False,True,True,40,close_direction_error,预测收盘✗(收涨→收跌) 开盘✓(平开→平开) 日内✗(震荡→低走) 成交量✗(缩量→正常) 得分=40
2017-01-05,2017-01-06,收涨,收涨,"['大跌', '大涨']",[],小涨,平开,平开,低走,高走,缩量,正常,True,False,True,False,True,True,60,partial_error,预测收盘✓(收涨→收涨) 开盘✓(平开→平开) 日内✗(低走→高走) 成交量✗(缩量→正常) 得分=60
2017-01-06,2017-01-09,震荡,震荡,"['大涨', '大跌']",[],震荡,平开,平开,高走,高走,缩量,缩量,True,True,True,True,True,True,100,none,预测收盘✓(震荡→震荡) 开盘✓(平开→平开) 日内✓(高走→高走) 成交量✓(缩量→缩量) 得分=100
2017-01-09,2017-01-10,震荡,收涨,"['大跌', '大涨']",[],大涨,平开,平开,震荡,高走,缩量,正常,True,False,False,False,True,False,40,close_direction_error,预测收盘✗(震荡→收涨) 开盘✓(平开→平开) 日内✗(震荡→高走) 成交量✗(缩量→正常) 得分=40
2017-01-10,2017-01-11,收涨,收跌,"['大跌', '大涨']",[],小跌,平开,平开,高走,低走,正常,缩量,True,False,False,False,True,True,40,close_direction_error,预测收盘✗(收涨→收跌) 开盘✓(平开→平开) 日内✗(高走→低走) 成交量✗(正常→缩量) 得分=40
2017-01-11,2017-01-12,震荡,震荡,"['大跌', '大涨']",[],震荡,平开,低开,震荡,低走,缩量,正常,False,False,True,False,True,True,40,gap_error,预测收盘✓(震荡→震荡) 开盘✗(平开→低开) 日内✗(震荡→低走) 成交量✗(缩量→正常) 得分=40
2017-01-12,2017-01-13,收涨,收涨,"['大跌', '大涨']",[],小涨,平开,平开,震荡,高走,缩量,正常,True,False,True,False,True,True,60,partial_error,预测收盘✓(收涨→收涨) 开盘✓(平开→平开) 日内✗(震荡→高走) 成交量✗(缩量→正常) 得分=60
2017-01-13,2017-01-17,收涨,收跌,"['大跌', '大涨']",[],小跌,平开,低开,高走,低走,缩量,正常,False,False,False,False,True,True,20,direction_and_gap_error,预测收盘✗(收涨→收跌) 开盘✗(平开→低开) 日内✗(高走→低走) 成交量✗(缩量→正常) 得分=20
2017-01-17,2017-01-18,收涨,收涨,"['大跌', '大涨']",[],大涨,平开,高开,低走,高走,正常,放量,False,False,True,False,True,False,40,gap_error,预测收盘✓(收涨→收涨) 开盘✗(平开→高开) 日内✗(低走→高走) 成交量✗(正常→放量) 得分=40
2017-01-18,2017-01-19,震荡,震荡,"['大涨', '大跌']",[],震荡,平开,平开,高走,高走,正常,放量,True,True,True,False,True,True,80,partial_error,预测收盘✓(震荡→震荡) 开盘✓(平开→平开) 日内✓(高走→高走) 成交量✗(正常→放量) 得分=80
2017-01-19,2017-01-20,收涨,收涨,"['大跌', '大涨']",[],大涨,平开,高开,高走,高走,正常,放量,False,True,True,False,True,False,60,gap_error,预测收盘✓(收涨→收涨) 开盘✗(平开→高开) 日内✓(高走→高走) 成交量✗(正常→放量) 得分=60
2017-01-20,2017-01-23,震荡,震荡,"['大跌', '大涨']",[],震荡,平开,平开,高走,低走,正常,放量,True,False,True,False,True,True,60,partial_error,预测收盘✓(震荡→震荡) 开盘✓(平开→平开) 日内✗(高走→低走) 成交量✗(正常→放量) 得分=60
2017-01-23,2017-01-24,震荡,收涨,"['大跌', '大涨']",[],大涨,平开,高开,低走,高走,正常,放量,False,False,False,False,True,False,20,direction_and_gap_error,预测收盘✗(震荡→收涨) 开盘✗(平开→高开) 日内✗(低走→高走) 成交量✗(正常→放量) 得分=20
2017-01-24,2017-01-25,震荡,收涨,"['大涨', '大跌']",[],大涨,平开,高开,高走,高走,正常,放量,False,True,False,False,True,False,40,direction_and_gap_error,预测收盘✗(震荡→收涨) 开盘✗(平开→高开) 日内✓(高走→高走) 成交量✗(正常→放量) 得分=40
2017-01-25,2017-01-26,收涨,收涨,"['大跌', '大涨']",[],小涨,平开,高开,震荡,低走,放量,正常,False,False,True,False,True,True,40,gap_error,预测收盘✓(收涨→收涨) 开盘✗(平开→高开) 日内✗(震荡→低走) 成交量✗(放量→正常) 得分=40
2017-01-26,2017-01-27,震荡,收涨,"['大跌', '大涨']",[],小涨,平开,高开,低走,低走,正常,正常,False,True,False,False,True,True,60,direction_and_gap_error,预测收盘✗(震荡→收涨) 开盘✗(平开→高开) 日内✓(低走→低走) 成交量✓(正常→正常) 得分=60
2017-01-27,2017-01-30,收跌,收跌,"['大涨', '大跌']",[],小跌,平开,低开,震荡,低走,缩量,正常,False,False,True,False,True,True,40,gap_error,预测收盘✓(收跌→收跌) 开盘✗(平开→低开) 日内✗(震荡→低走) 成交量✗(缩量→正常) 得分=40
2017-01-30,2017-01-31,收涨,收跌,"['大跌', '小跌']",[],小跌,平开,平开,低走,低走,正常,正常,True,True,False,False,True,False,80,close_direction_error,预测收盘✗(收涨→收跌) 开盘✓(平开→平开) 日内✓(低走→低走) 成交量✓(正常→正常) 得分=80
2017-01-31,2017-02-01,震荡,收涨,"['大跌', '大涨']",[],大涨,平开,高开,低走,震荡,缩量,正常,False,False,False,False,True,False,20,direction_and_gap_error,预测收盘✗(震荡→收涨) 开盘✗(平开→高开) 日内✗(低走→震荡) 成交量✗(缩量→正常) 得分=20
2017-02-01,2017-02-02,震荡,震荡,"['大涨', '大跌']",[],震荡,平开,低开,震荡,高走,正常,缩量,False,False,True,False,True,True,40,gap_error,预测收盘✓(震荡→震荡) 开盘✗(平开→低开) 日内✗(震荡→高走) 成交量✗(正常→缩量) 得分=40
2017-02-02,2017-02-03,收涨,收涨,"['大跌', '大涨']",[],小涨,平开,平开,高走,震荡,缩量,正常,True,False,True,False,True,True,60,partial_error,预测收盘✓(收涨→收涨) 开盘✓(平开→平开) 日内✗(高走→震荡) 成交量✗(缩量→正常) 得分=60
2017-02-03,2017-02-06,收涨,震荡,"['大跌', '大涨']",[],震荡,平开,平开,震荡,低走,缩量,缩量,True,False,False,False,True,True,60,close_direction_error,预测收盘✗(收涨→震荡) 开盘✓(平开→平开) 日内✗(震荡→低走) 成交量✓(缩量→缩量) 得分=60
2017-02-06,2017-02-07,震荡,震荡,"['大跌', '大涨']",[],震荡,平开,平开,震荡,低走,缩量,缩量,True,False,True,False,True,True,80,partial_error,预测收盘✓(震荡→震荡) 开盘✓(平开→平开) 日内✗(震荡→低走) 成交量✓(缩量→缩量) 得分=80
2017-02-07,2017-02-08,震荡,震荡,"['大跌', '大涨']",[],震荡,平开,平开,震荡,高走,缩量,缩量,True,False,True,False,True,True,80,partial_error,预测收盘✓(震荡→震荡) 开盘✓(平开→平开) 日内✗(震荡→高走) 成交量✓(缩量→缩量) 得分=80
2017-02-08,2017-02-09,震荡,收跌,"['大跌', '大涨']",[],小跌,平开,平开,震荡,低走,缩量,正常,True,False,False,False,True,True,40,close_direction_error,预测收盘✗(震荡→收跌) 开盘✓(平开→平开) 日内✗(震荡→低走) 成交量✗(缩量→正常) 得分=40
